ह्स्तयोः प्रयोगे
दुश्चेष्टितं पीडां
असहमानाः प्रजाः
राज्ञि निवेदयामासुः
देवालयस्य स्तरीयं
गोपुरं पादोन्नतम्
अस्ति देवालयस्य
गोपुरं पादोन्नतम्
अस्ति देवालयस्य
निर्माणकालः सप्तमशतकादारभ्य
एकादशशतकं यावत्
भवेदिति देवालयस्य
निर्माणाय कोटिरुप्यकाणि
व्ययीकृतानि सन्ति
देवालयस्य स्तम्भछत्रप्राङ्गणादीनि
स्थापत्यकलायाः अभूतपूर्वोदाहरणानि
सन्ति देशस्य
जिनीवा ऐरोप्य
प्रसारणाकेन्द्रस्य प्रधानकार्यालयः
